sourcename sourcefeature sourcetype userid first_login_time first_login_usertype chuo_status first_chuo_bin youe_status fb_status cj_status allcj_status
神马SEM大额 regsourceid=daeshenma M 61992001 2018-06-07 有额未发标 1 13 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 71259510 2018-06-20 发标未成交 1 6 0 0 0 1
广点通 regsourceid=dae012 app 69281909 2018-05-29 纯新 1 7 0 0 0 0
广点通 regsourceid=dae012 app 75483440 2018-06-21 纯新 1 11 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 25437514 2018-06-15 发标未成交 1 3 0 0 0 1
神马SEM大额 regsourceid=daeshenma M 8695112 2018-05-28 发标未成交 1 8 0 0 0 1
神马SEM大额 regsourceid=daeshenma M 28738210 2018-06-11 发标未成交 1 9 0 0 0 0
资产大额九格网络 regsourceid=dae100 app 16251831 2018-05-15 发标未成交 1 12 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 41875164 2018-06-09 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae012 app 69623557 2018-05-20 发标未成交 1 14 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85913832 2018-06-21 纯新 1 4 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 84183157 2018-06-04 纯新 1 10 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85623917 2018-06-17 纯新 1 1 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 65217330 2018-06-05 发标未成交 1 20 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 73458950 2018-06-13 发标未成交 1 20 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 33697526 2018-06-22 发标未成交 1 1 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 7653749 2018-06-23 发标未成交 1 12 0 0 0 0
广点通 regsourceid=dae161 app 69612216 2018-06-18 纯新 1 6 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 82326966 2018-06-14 发标未成交 1 9 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 32492009 2018-06-22 发标未成交 1 4 0 0 0 0
广点通 regsourceid=dae046 app 53713344 2018-06-11 纯新 1 1 1 1 0 0
资产大额万谋数据 regsourceid=dae277 app 5668746 2018-06-12 成交 1 2 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 85367702 2018-06-21 纯新 1 7 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 85408600 2018-06-16 戳额无额度 1 10 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 25213942 2018-06-18 发标未成交 1 3 0 0 0 0
今日头条大额 regsourceid=dae216 app 41785173 2018-06-17 发标未成交 1 1 0 0 0 0
百融 regsourceid=dae132 app 47408839 2018-06-17 发标未成交 1 2 1 1 1 1
大额优借 regsourceid=dae249 app 84368933 2018-06-17 发标未成交 1 5 1 1 0 0
亿玛dsp app_feature=dae134_1052 app 59954644 2018-06-19 发标未成交 1 11 0 0 0 0
广点通 regsourceid=dae012 app 61508899 2018-06-21 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 85281152 2018-06-14 纯新 1 12 0 0 0 0
广点通 regsourceid=dae046 app 84455557 2018-06-03 纯新 1 14 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 24817169 2018-05-17 发标未成交 1 11 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 8625831 2018-06-20 发标未成交 1 14 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 19574358 2018-06-11 成交 1 19 0 0 0 0
广点通 regsourceid=dae012 app 69793437 2018-06-09 纯新 1 2 0 0 0 0
广点通 regsourceid=dae046 app 25656146 2018-06-07 发标未成交 1 16 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 31585573 2018-06-18 成交 1 10 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 27507530 2018-06-20 发标未成交 1 9 0 0 0 0
广点通 regsourceid=dae046 app 16858777 2018-06-04 发标未成交 1 9 0 0 0 0
广点通 regsourceid=dae046 app 27703500 2018-06-03 纯新 1 12 0 0 0 0
大额亿玛dsp2 regsourceid=dae210 app 85669148 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 81687176 2018-05-18 发标未成交 1 18 0 0 0 0
广点通 regsourceid=dae015 app 83303109 2018-05-17 纯新 1 12 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 20409695 2018-05-29 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae012 app 31219972 2018-05-09 戳额无额度 1 20 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 18544500 2018-06-19 发标未成交 1 13 0 0 0 0
广点通 regsourceid=dae015 app 17588229 2018-06-19 发标未成交 1 5 0 0 0 1
神马SEM大额 regsourceid=dae042 app 32476981 2018-06-17 纯新 1 8 0 0 0 0
广点通 regsourceid=dae005 app 9742567 2018-06-15 发标未成交 1 5 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 76313684 2018-05-18 有额未发标 1 6 0 0 0 1
资产大额淘钱宝 regsourceid=dae096 app 62456796 2018-05-11 纯新 1 3 0 0 0 1
资产大额M站闪电公积金 regsourceid=zcdaeshandiangongjijin M 4712228 2018-06-13 发标未成交 1 11 0 0 0 0
广点通 regsourceid=dae016 app 69600983 2018-06-10 发标未成交 1 12 0 0 0 0
广点通 regsourceid=dae046 app 40361120 2018-05-20 发标未成交 1 8 0 0 0 0
大额钱院 regsourceid=daeqianyuan M 85409461 2018-06-16 纯新 1 2 0 0 0 1
APP资产大额还呗 regsourceid=dae129 app 18146215 2018-06-15 发标未成交 1 1 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 46780408 2018-06-20 发标未成交 1 1 1 0 0 0
亿玛dsp app_feature=dae134_1052 app 22875368 2018-06-19 发标未成交 1 5 0 0 0 0
广点通 regsourceid=dae015 app 41426160 2018-05-26 成交 1 14 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 22517898 2018-06-15 发标未成交 1 18 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 9287422 2018-06-20 纯新 1 17 0 0 0 0
广点通 regsourceid=dae046 app 34193617 2018-05-19 发标未成交 1 2 0 0 0 1
资产大额淘钱宝 regsourceid=dae096 app 84863732 2018-06-08 纯新 1 6 0 0 0 1
广点通 regsourceid=dae058 app 80985770 2018-05-27 发标未成交 1 13 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 20724524 2018-06-23 发标未成交 1 4 0 0 0 0
广点通 regsourceid=dae047 app 8890742 2018-05-16 纯新 1 6 1 1 0 0
资产大额淘钱宝 regsourceid=dae096 app 36556911 2018-05-15 发标未成交 1 3 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 33001663 2018-06-20 发标未成交 1 11 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 25533218 2018-06-19 发标未成交 1 15 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85148645 2018-06-11 纯新 0 NA 0 0 0 1
亿玛dsp app_feature=dae135_1052 app 9109150 2018-06-16 发标未成交 1 8 0 0 0 1
广点通 regsourceid=dae016 app 67396535 2018-06-11 发标未成交 1 12 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 30153438 2018-05-11 发标未成交 1 8 0 0 0 0
广点通 app_feature=dae181_1052 app 6285463 2018-06-09 发标未成交 1 8 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 68071200 2018-06-10 发标未成交 1 5 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 25765833 2018-06-21 发标未成交 1 6 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 83053455 2018-06-05 戳额无额度 1 2 0 0 0 1
神马SEM大额 regsourceid=dae042 app 84774418 2018-06-21 纯新 1 15 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 22382530 2018-06-14 发标未成交 1 11 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 24164196 2018-06-18 发标未成交 1 1 0 0 0 0
广点通 regsourceid=dae016 app 84775204 2018-06-07 纯新 1 18 0 0 0 0
今日头条大额 regsourceid=dae242 app 17289981 2018-06-16 发标未成交 1 14 0 0 0 0
大额优借 regsourceid=dae249 app 35529651 2018-06-20 发标未成交 1 6 0 0 0 0
百融白名单 regsourceid=dae022 app 5327565 2018-06-13 发标未成交 1 1 1 1 1 1
大额互动链M站 regsourceid=daehudonglian M 28969917 2018-06-07 发标未成交 1 1 0 0 0 0
百融 regsourceid=dae132 app 19567507 2018-06-21 发标未成交 1 1 1 1 0 0
广点通 regsourceid=dae016 app 42725006 2018-05-24 发标未成交 1 14 0 0 0 0
今日头条大额 regsourceid=dae242 app 43934926 2018-06-18 成交 1 3 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 25792841 2018-06-15 发标未成交 1 1 0 0 0 0
广点通 regsourceid=dae016 app 24067655 2018-05-14 纯新 1 4 0 0 0 1
拍拍贷订阅号 regsourceid=dae253 app 44491492 2018-05-21 发标未成交 1 2 0 0 0 0
广点通 regsourceid=dae016 app 67487622 2018-05-27 发标未成交 1 1 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 77400310 2018-06-20 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 85264560 2018-06-14 戳额无额度 1 11 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 25741787 2018-05-28 发标未成交 1 3 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 23205663 2018-06-02 发标未成交 1 3 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 19734891 2018-06-11 发标未成交 1 18 0 0 0 0
神马SEM大额 regsourceid=dae042 app 66538299 2018-06-20 发标未成交 1 1 0 0 0 0
广点通 regsourceid=dae012 app 4634990 2018-06-21 发标未成交 1 1 0 0 0 0
亿玛dsp regsourceid=dae126 app 31761206 2018-06-16 发标未成交 1 16 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 19818204 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82908409 2018-06-03 发标未成交 1 2 0 0 0 1
大额运通 regsourceid=dae318 app 45284220 2018-06-15 发标未成交 1 1 0 0 0 0
广点通 regsourceid=dae016 app 69066831 2018-05-19 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 32323360 2018-06-19 发标未成交 1 3 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 48565341 2018-06-08 发标未成交 1 1 1 1 1 1
广点通 regsourceid=dae016 app 7960745 2018-05-22 成交 1 20 0 0 0 0
广点通 regsourceid=dae045 app 39230448 2018-05-10 发标未成交 1 6 0 0 0 0
神马SEM大额 regsourceid=dae042 app 31790468 2018-06-11 戳额无额度 1 12 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 7241227 2018-06-06 成交 1 15 0 0 0 0
广点通 regsourceid=dae012 app 44767387 2018-06-22 纯新 1 9 0 0 0 1
广点通 regsourceid=dae015 app 45442284 2018-05-17 发标未成交 1 10 0 0 0 1
广点通 regsourceid=dae046 app 25005717 2018-06-09 成交 1 2 0 0 0 0
广点通 app_feature=dae183_1052 app 26442537 2018-06-20 发标未成交 1 6 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 31372114 2018-06-21 发标未成交 1 6 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 28933703 2018-06-17 纯新 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 41923079 2018-06-12 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae046 app 84556598 2018-06-04 纯新 1 11 0 0 0 0
广点通 regsourceid=dae016 app 20676643 2018-05-30 发标未成交 1 16 0 0 0 0
今日头条大额 regsourceid=dae254 app 18705829 2018-06-22 发标未成交 1 5 0 0 0 1
广点通 regsourceid=dae016 app 7376319 2018-05-29 发标未成交 1 1 0 0 0 0
今日头条大额 regsourceid=dae242 app 36853319 2018-06-22 纯新 1 6 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 23769653 2018-06-12 成交 1 14 0 0 0 0
广点通 regsourceid=dae012 app 20709495 2018-06-20 发标未成交 1 14 0 0 0 0
广点通 app_feature=dae184_1052 app 79893158 2018-06-09 发标未成交 1 17 0 0 0 0
广点通 app_feature=dae183_1052 app 43663020 2018-06-20 发标未成交 1 5 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 7810059 2018-06-12 发标未成交 1 11 0 0 0 0
广点通 regsourceid=dae016 app 61221485 2018-05-28 发标未成交 1 13 0 0 0 1
资产大额M站九格 regsourceid=zcdaejiuge M 40769178 2018-06-06 发标未成交 1 2 0 0 0 1
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 42674010 2018-05-23 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae016 app 36996931 2018-06-12 发标未成交 1 3 0 0 0 0
广点通 regsourceid=dae016 app 49395850 2018-05-20 发标未成交 1 3 0 0 0 0
今日头条大额 regsourceid=dae260 app 85669467 2018-06-18 纯新 1 1 1 1 1 1
资产大额淘钱宝 regsourceid=dae096 app 82933139 2018-06-08 纯新 1 5 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 26527601 2018-06-21 发标未成交 1 11 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 47655328 2018-06-11 发标未成交 1 2 0 0 0 0
亿玛dsp regsourceid=dae122 app 26300475 2018-06-23 纯新 1 1 0 0 0 0
陌陌大额59 regsourceid=dae294 app 85601800 2018-06-17 纯新 1 15 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 27342950 2018-06-18 发标未成交 1 16 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 66450966 2018-06-03 纯新 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 85336393 2018-06-14 纯新 0 NA 0 0 0 0
资产大额M站橙兔 regsourceid=zcdaechengtu M 84801943 2018-06-08 纯新 1 8 0 0 0 1
广点通 app_feature=dae181_1052 app 74825362 2018-06-09 发标未成交 1 16 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 45090644 2018-06-13 发标未成交 1 3 0 0 0 0
广点通 regsourceid=dae015 app 83397297 2018-05-18 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 21173827 2018-06-20 成交 1 2 0 0 0 0
陌陌大额59 regsourceid=dae294 app 61807640 2018-06-17 纯新 1 14 0 0 0 0
广点通 regsourceid=dae015 app 24888558 2018-06-09 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 86095738 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 5887369 2018-06-01 发标未成交 1 7 0 0 0 1
广点通 regsourceid=dae046 app 59559040 2018-06-07 发标未成交 1 18 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 45054418 2018-06-22 发标未成交 1 10 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 39265553 2018-06-01 发标未成交 1 2 1 1 1 1
资产值得借 regsourceid=dae030 app 28841896 2018-05-14 发标未成交 1 10 0 0 0 1
百度SEM-MB大额 regsourceid=daebaidumb01 app 963354 2018-06-07 发标未成交 1 7 0 0 0 0
运营短信营销 regsourceid=dae112 app 69046859 2018-06-08 有额未发标 1 2 1 0 0 0
广点通 app_feature=dae183_1052 app 52783771 2018-06-22 发标未成交 1 17 0 0 0 0
广点通 regsourceid=dae046 app 29911123 2018-05-24 发标未成交 1 15 0 0 0 0
广点通 regsourceid=dae012 app 84164496 2018-05-30 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 22645956 2018-06-11 发标未成交 1 12 0 0 0 0
亿玛dsp regsourceid=dae126 app 85042056 2018-06-10 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 85365761 2018-06-14 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85478252 2018-06-15 纯新 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 75280214 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 15434443 2018-06-06 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 33247761 2018-06-23 发标未成交 1 14 0 0 0 0
运营短信营销 regsourceid=dae112 app 68579743 2018-06-14 有额未发标 1 9 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 83364600 2018-05-17 纯新 1 1 1 0 0 0
广点通 regsourceid=dae016 app 38661120 2018-06-14 成交 1 16 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85702250 2018-06-18 纯新 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 9095500 2018-06-13 发标未成交 1 14 0 0 0 0
广点通 regsourceid=dae012 app 26866611 2018-06-03 发标未成交 1 3 1 1 1 1
广点通 regsourceid=dae016 app 70431347 2018-06-05 纯新 1 1 1 1 1 1
亿玛dsp app_feature=dae136_1052 app 59891769 2018-06-08 成交 1 16 0 0 0 0
广点通 regsourceid=dae067 app 41018441 2018-06-20 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae016 app 21573979 2018-05-24 发标未成交 1 13 0 0 0 0
广点通 regsourceid=dae016 app 33375715 2018-05-22 发标未成交 1 10 0 0 0 0
广点通 regsourceid=dae012 app 46127631 2018-06-12 发标未成交 1 4 0 0 0 0
广点通 regsourceid=dae012 app 31167490 2018-06-01 发标未成交 1 4 0 0 0 0
APP资产大额51卡宝 regsourceid=dae116 app 62293790 2018-06-02 发标未成交 1 15 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 20168357 2018-06-08 发标未成交 1 15 0 0 0 1
资产大额万谋数据 regsourceid=dae277 app 6086404 2018-06-13 发标未成交 1 3 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 37987676 2018-06-23 发标未成交 1 15 0 0 0 0
陌陌信息流大额 regsourceid=daemomo M 20217190 2018-06-03 发标未成交 1 3 0 0 0 0
广点通 regsourceid=dae046 app 22143716 2018-05-21 发标未成交 1 12 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 49779204 2018-06-16 发标未成交 1 13 0 0 0 0
广点通 app_feature=dae184_1052 app 46862926 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae014 app 19556775 2018-05-22 发标未成交 1 15 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 6356013 2018-06-16 发标未成交 1 20 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 41294380 2018-06-06 发标未成交 1 9 1 1 1 1
亿玛dsp app_feature=dae139_1052 app 23719965 2018-06-23 发标未成交 1 13 0 0 0 0
广点通 regsourceid=dae016 app 81963279 2018-06-04 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae216 app 85448480 2018-06-17 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 62546316 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 72972675 2018-06-17 戳额无额度 1 16 0 0 0 0
广点通 regsourceid=dae056 app 83960090 2018-06-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83579193 2018-05-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 47679705 2018-05-16 发标未成交 1 14 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 62822131 2018-05-14 发标未成交 1 20 0 0 0 0
资产大额M站闪电公积金 regsourceid=zcdaeshandiangongjijin M 71134256 2018-06-22 成交 0 NA 0 0 0 0
资产大额M站闪电公积金 regsourceid=zcdaeshandiangongjijin M 19780781 2018-06-04 发标未成交 1 12 0 0 0 0
广点通 regsourceid=dae046 app 5820749 2018-06-22 发标未成交 1 2 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 7092642 2018-06-20 发标未成交 1 3 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 20367632 2018-05-18 发标未成交 1 19 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 57100601 2018-06-21 发标未成交 1 2 0 0 0 0
广点通 regsourceid=dae044 app 50012880 2018-06-04 发标未成交 1 13 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85692513 2018-06-18 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85634144 2018-06-17 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 75402164 2018-06-18 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 82366486 2018-06-08 发标未成交 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 33264118 2018-06-21 发标未成交 1 2 0 0 0 0
今日头条大额 regsourceid=dae301 app 47205408 2018-06-23 发标未成交 1 7 0 0 0 1
资产大额淘钱宝 regsourceid=dae096 app 23573091 2018-06-06 发标未成交 1 5 0 0 0 1
资产大额九格网络 regsourceid=dae100 app 80108658 2018-05-16 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 82463781 2018-06-16 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae319 app 86045027 2018-06-22 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85362893 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 52775248 2018-06-03 发标未成交 1 13 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 65211842 2018-06-17 发标未成交 1 17 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 66371850 2018-06-19 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae044 app 4973160 2018-05-26 发标未成交 1 1 1 1 0 0
广点通 regsourceid=dae012 app 64518416 2018-05-22 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 42169694 2018-06-20 发标未成交 1 5 0 0 0 0
广点通 app_feature=dae183_1052 app 86094021 2018-06-23 纯新 1 2 0 0 0 1
神马SEM大额 regsourceid=dae042 app 48896026 2018-06-23 发标未成交 1 4 0 0 0 0
广点通 app_feature=dae183_1052 app 32380843 2018-06-22 发标未成交 1 6 0 0 0 0
广点通 regsourceid=dae012 app 76791360 2018-06-22 成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 86041269 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 74095052 2018-06-07 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 86008197 2018-06-23 纯新 0 NA 0 0 0 0
资产大额91.汇借钱 regsourceid=dae110 app 71609661 2018-06-09 发标未成交 1 4 0 0 0 1
百度SEM-MB大额 regsourceid=daebaidumb01 app 69420472 2018-06-13 戳额无额度 1 13 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 70951570 2018-06-14 成交 1 1 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 62259854 2018-06-22 发标未成交 1 9 0 0 0 0
广点通 regsourceid=dae046 app 74939936 2018-06-16 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 51993565 2018-06-13 发标未成交 1 1 1 1 1 1
陌陌大额59 regsourceid=dae294 app 85873328 2018-06-20 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 48802198 2018-06-16 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 4218754 2018-06-22 发标未成交 1 17 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 6648412 2018-06-05 发标未成交 1 10 0 0 0 1
资产大额九格网络 regsourceid=dae100 app 49919894 2018-05-15 发标未成交 1 1 0 0 0 0
陌陌大额59 regsourceid=dae294 app 79269953 2018-06-16 纯新 0 NA 0 0 0 0
